"Rowid_","MASK","X","Y","SLOPE_PERCENT","COVER_FALL09","COVER_FALL11","COVER_SPRING10","COVER_SPRING11","CTI","DEM_AZ_FT","PRECIP_AVG"
,1270,407450.063687,4093628.102926,10.022471,24.000000,30.000000,27.000000,35.000000,6.122873,5225.992187,9.996068
,1271,412589.090755,4082627.780878,13.462645,33.000000,26.000000,26.000000,18.000000,5.316974,6096.666015,12.557881
,1272,362536.964079,4070543.096654,2.755022,32.000000,30.000000,28.000000,28.000000,6.903529,5240.773437,14.232686
,1273,389306.490893,4091833.048940,2.402037,25.000000,28.000000,24.000000,26.000000,8.506983,5370.707519,14.590165
,1274,418030.476697,4087405.957626,12.229025,19.000000,22.000000,15.000000,14.000000,6.393911,6014.889160,11.883076
,1275,367621.023281,4044399.768389,72.126312,30.000000,28.000000,34.000000,29.000000,3.926139,5486.569824,15.822843
,1276,362392.272174,4056118.385175,14.446864,29.000000,27.000000,29.000000,29.000000,6.712766,5727.687500,15.350008
,1277,379802.873312,4069387.221725,6.752341,33.000000,34.000000,32.000000,33.000000,4.908374,6167.776367,15.545284
,1278,426807.572300,4077834.761024,5.035911,17.000000,20.000000,12.000000,10.000000,8.785211,6336.998046,11.445281
,1279,397717.794162,4089864.260216,1.980719,42.000000,38.000000,41.000000,38.000000,8.907557,6458.132812,15.195283
,1280,380773.926625,4084007.922628,9.616503,33.000000,29.000000,31.000000,28.000000,6.500714,5420.934082,15.663001
,1281,414934.827419,4088907.741956,4.651322,22.000000,18.000000,17.000000,17.000000,7.072821,5919.319335,11.790163
,1282,410958.483328,4074449.502282,2.567486,24.000000,27.000000,20.000000,24.000000,5.875348,6525.146972,14.987409
,1283,364150.567273,4064709.151392,46.991546,20.000000,17.000000,17.000000,17.000000,4.066914,5383.230957,14.782291
,1284,372710.405586,4065839.906719,22.873647,28.000000,31.000000,26.000000,29.000000,5.074576,5879.396972,15.233472
,1285,408658.828109,4084991.345247,4.256503,26.000000,28.000000,22.000000,18.000000,8.627946,5886.719726,11.125202
,1286,433568.826322,4072431.336576,45.328670,13.000000,9.000000,2.000000,8.000000,3.004328,6458.091308,10.092131
,1287,428611.214832,4071478.959917,7.076303,27.000000,29.000000,22.000000,22.000000,6.470956,6812.793945,14.351977
,1288,368869.109521,4063697.752910,63.433177,17.000000,18.000000,24.000000,23.000000,4.277722,5675.461425,14.930323
,1289,371594.774535,4071630.517901,10.660674,26.000000,26.000000,25.000000,24.000000,7.284899,5538.127929,14.885441
,1290,380077.796720,4083061.772792,2.702233,21.000000,30.000000,19.000000,28.000000,5.824187,5466.811523,15.577568
,1291,379926.473897,4087291.344701,2.367569,30.000000,13.000000,25.000000,12.000000,8.664514,5184.177246,14.081897
,1292,415687.349882,4087712.164576,0.000000,25.000000,20.000000,19.000000,18.000000,10.308952,5862.654296,11.980320
,1293,434439.521794,4073414.641901,7.410328,24.000000,19.000000,17.000000,15.000000,7.300268,6888.579101,10.467722
,1294,412936.085791,4088966.562859,4.146465,28.000000,25.000000,22.000000,23.000000,6.494662,5884.435058,12.098038
,1295,441445.703644,4094179.560694,29.655807,14.000000,10.000000,10.000000,5.000000,5.731194,5310.340820,8.584650
,1296,360826.081800,4051075.865336,2.763043,33.000000,26.000000,30.000000,30.000000,6.494983,5778.437500,15.201189
,1297,374369.046381,4062145.295970,11.732601,35.000000,34.000000,38.000000,36.000000,6.920858,6211.049316,15.438984
,1298,366298.084788,4063629.991283,11.276741,30.000000,33.000000,31.000000,32.000000,5.088656,5685.548828,15.446859
,1299,360829.879464,4063544.002064,4.754676,29.000000,33.000000,28.000000,36.000000,7.744042,4419.441406,13.803550
,1300,425056.666415,4084188.435275,7.552205,20.000000,15.000000,17.000000,15.000000,7.435455,6100.953125,11.760636
,1301,369384.789407,4061048.381658,2.312427,34.000000,31.000000,32.000000,31.000000,7.366214,5919.029296,15.483867
,1302,429002.329308,4076157.897464,9.464972,20.000000,15.000000,16.000000,14.000000,4.570702,6605.222656,12.213787
,1303,407536.013435,4091298.154544,4.860933,25.000000,26.000000,25.000000,23.000000,13.721521,5314.116210,10.003548
,1304,418077.676621,4080676.540075,7.740033,21.000000,17.000000,14.000000,16.000000,6.158117,6341.055175,14.632685
,1305,411932.393009,4083746.276178,3.004719,25.000000,21.000000,22.000000,22.000000,5.718062,6003.325683,11.854337
,1306,371250.595383,4060203.915941,6.263671,36.000000,39.000000,34.000000,38.000000,8.915305,6111.231933,15.475205
,1307,438179.815338,4094937.676586,4.479493,19.000000,19.000000,16.000000,16.000000,7.515949,5711.143554,15.475205
,1308,421373.681440,4092496.498481,12.578548,19.000000,16.000000,11.000000,10.000000,5.895706,5547.430664,10.944101
,1309,420916.511400,4067381.908615,7.101746,25.000000,27.000000,20.000000,22.000000,7.691162,6690.768554,15.277173
,1310,373368.580483,4077495.517765,1.419263,29.000000,36.000000,27.000000,33.000000,11.358575,5359.061035,14.540952
,1311,370658.858619,4074107.731826,15.842554,29.000000,30.000000,28.000000,31.000000,5.847324,5388.192382,14.482292
,1312,359042.021983,4039900.621629,57.306228,12.000000,24.000000,10.000000,26.000000,4.561619,4082.935546,10.048430
,1313,407740.596938,4079429.592543,3.466169,22.000000,22.000000,17.000000,18.000000,8.976379,6066.597167,12.802369
,1314,391225.151279,4089789.265736,5.741931,34.000000,26.000000,36.000000,31.000000,6.679874,5682.198242,15.689379
,1315,359578.359058,4048264.790130,7.016415,30.000000,26.000000,28.000000,26.000000,5.563121,5758.268066,14.773236
,1316,414631.665988,4079862.257516,2.659659,20.000000,17.000000,17.000000,13.000000,7.226402,6323.184082,14.902370
,1317,351756.039507,4054057.042279,12.201348,17.000000,31.000000,17.000000,27.000000,7.452206,5071.920898,12.418904
,1318,368992.254149,4067262.614854,19.514360,32.000000,32.000000,36.000000,39.000000,6.332005,5568.429199,14.898433
,1319,376497.879820,4083636.076568,6.681392,29.000000,29.000000,26.000000,26.000000,6.998397,5216.165527,14.361819
,1320,355657.958812,4058877.489405,6.864533,23.000000,30.000000,22.000000,29.000000,8.803899,5284.728027,11.865361
,1321,413806.338104,4089675.102689,12.567334,22.000000,21.000000,19.000000,16.000000,6.484401,5830.007812,11.777173
,1322,387557.718638,4091566.610907,1.282107,36.000000,39.000000,34.000000,37.000000,13.256846,5243.291015,14.309063
,1323,375364.434455,4080774.798241,4.098370,30.000000,29.000000,25.000000,27.000000,7.199397,5329.236328,14.652764
,1324,410029.805788,4094657.986975,18.880254,6.000000,0.000000,2.000000,0.000000,5.826045,5131.102050,9.879532
,1325,362648.833324,4060847.658467,4.503931,29.000000,25.000000,29.000000,26.000000,8.021348,5588.798828,15.644890
,1326,355502.353733,4056241.335245,28.594745,23.000000,27.000000,25.000000,30.000000,6.298264,4082.816650,10.908666
,1327,385090.954138,4081198.640841,11.872535,25.000000,24.000000,21.000000,21.000000,6.135799,5775.297363,15.484654
,1328,430762.608519,4090218.110523,5.228350,9.000000,13.000000,8.000000,8.000000,5.164190,5246.021972,9.882682
,1329,374807.787579,4075536.183056,24.563364,29.000000,29.000000,31.000000,30.000000,5.814249,5533.746093,15.183078
,1330,378734.699094,4070920.560951,0.916371,31.000000,32.000000,30.000000,31.000000,8.003997,6006.742187,15.215362
,1331,427062.172694,4085171.924403,2.694327,13.000000,11.000000,9.000000,8.000000,8.391993,5971.020019,11.255911
,1332,367166.105552,4045788.031174,84.525688,17.000000,20.000000,20.000000,25.000000,5.271584,6121.519042,15.626386
,1333,363649.449572,4050523.363570,52.580738,26.000000,23.000000,26.000000,29.000000,4.801828,5776.383300,15.773238
,1334,363749.392328,4055630.055087,8.097528,24.000000,34.000000,28.000000,32.000000,10.723168,5837.934082,15.606307
,1335,372398.215596,4073073.403419,2.986191,18.000000,21.000000,19.000000,22.000000,7.110604,5552.877929,14.933078
,1336,376318.925142,4075974.262531,5.130198,32.000000,27.000000,29.000000,25.000000,5.183109,5619.759765,15.472844
,1337,406890.280510,4082813.028235,7.044651,26.000000,34.000000,23.000000,26.000000,8.529523,5751.542480,11.316935
,1338,410213.096212,4092483.225999,39.242488,7.000000,3.000000,5.000000,0.000000,3.841647,5887.267578,11.003549
,1339,436572.889874,4078026.716133,2.779261,24.000000,27.000000,21.000000,23.000000,5.795984,6598.458984,12.268510
,1340,395364.616082,4088224.146329,0.935889,29.000000,32.000000,30.000000,29.000000,6.884341,6367.121582,15.838985
,1341,419794.073878,4072261.798834,5.533818,23.000000,25.000000,13.000000,12.000000,10.604519,6664.275390,15.463001
,1342,376669.023022,4079610.390206,1.961053,29.000000,30.000000,27.000000,30.000000,7.936531,5476.140136,15.232292
,1343,424630.713761,4070832.611532,0.910034,27.000000,26.000000,21.000000,21.000000,8.522336,6643.758300,15.493709
,1344,414569.815124,4083993.261154,12.634915,25.000000,22.000000,22.000000,20.000000,6.361240,6092.605957,13.466542
,1345,414745.570610,4077645.471774,4.303683,22.000000,21.000000,15.000000,19.000000,9.517716,6365.674316,15.013788
,1346,415327.275457,4089997.337018,5.861058,22.000000,18.000000,19.000000,17.000000,6.841682,5707.937011,11.472447
,1347,385419.697893,4079294.104224,2.266295,25.000000,27.000000,26.000000,27.000000,8.485120,5875.282226,15.566937
,1348,383412.411143,4080461.161251,15.715708,33.000000,32.000000,31.000000,32.000000,4.063606,5742.087402,15.981111
,1349,358168.739327,4058263.075177,72.686767,16.000000,18.000000,15.000000,21.000000,5.864318,5027.488769,12.779140
,1350,436840.823290,4080563.959782,2.155365,22.000000,24.000000,17.000000,20.000000,6.743334,6343.170410,12.067330
,1351,430848.512101,4072027.844229,4.769690,23.000000,26.000000,21.000000,20.000000,8.028579,6981.702636,14.019299
,1352,433940.376571,4087658.723396,7.076101,11.000000,13.000000,9.000000,9.000000,6.807429,5713.564941,10.257879
,1353,429219.264234,4079718.292264,2.772714,17.000000,19.000000,13.000000,13.000000,8.742814,6227.952148,11.132682
,1354,433910.238571,4075437.799642,8.280225,26.000000,26.000000,21.000000,21.000000,4.704389,6819.123046,11.793313
,1355,425920.005966,4089397.658319,46.133728,14.000000,12.000000,9.000000,11.000000,6.164778,5761.893066,11.027171
,1356,418572.056168,4072931.053799,1.517988,24.000000,21.000000,17.000000,18.000000,8.346657,6746.179687,15.529142
,1357,389189.976522,4091431.753044,3.269782,31.000000,33.000000,29.000000,33.000000,8.198419,5395.041503,14.742135
,1358,405591.478410,4080670.705936,3.917622,28.000000,25.000000,25.000000,23.000000,7.532272,5912.440429,12.623629
,1359,409044.627204,4071662.489895,4.860866,31.000000,34.000000,28.000000,27.000000,9.862058,6758.147460,14.556307
,1360,371064.165558,4072068.466943,1.781147,29.000000,28.000000,26.000000,27.000000,7.627360,5564.547851,14.885441
,1361,380882.794489,4074052.500125,2.190187,31.000000,38.000000,34.000000,37.000000,10.862619,5965.179199,15.172055
,1362,363660.851160,4065320.934724,57.493988,19.000000,21.000000,18.000000,27.000000,4.152877,5227.965820,14.845677
,1363,367431.321365,4062865.517979,7.581822,30.000000,31.000000,28.000000,32.000000,6.401965,5781.233398,15.597646
,1364,368100.149570,4061948.822174,2.604095,36.000000,32.000000,34.000000,32.000000,5.861086,5931.108398,15.633473
,1365,410306.646130,4094272.698548,19.640901,0.000000,3.000000,1.000000,0.000000,5.786569,5591.246093,9.820478
,1366,368227.375921,4033798.535862,13.309848,21.000000,16.000000,19.000000,16.000000,6.309197,5167.574218,14.847251
,1367,361970.858296,4035606.145977,50.045898,31.000000,23.000000,29.000000,25.000000,4.984761,4763.761718,14.375991
,1368,348801.853512,4056188.541164,2.797118,22.000000,23.000000,19.000000,23.000000,5.789719,5051.105957,11.810636
,1369,418515.340400,4073970.104841,3.620606,19.000000,19.000000,19.000000,15.000000,7.477482,6741.399414,15.464574
,1370,367398.798471,4057953.464993,2.859098,34.000000,34.000000,33.000000,31.000000,11.328342,5962.885742,16.027568
,1371,413949.055646,4074035.587268,5.829611,27.000000,26.000000,24.000000,21.000000,7.134759,6593.401367,14.547646
,1372,426090.973878,4080012.771668,4.974212,12.000000,19.000000,11.000000,13.000000,8.546231,6331.728027,11.280714
,1373,440948.220024,4081022.144482,7.435407,24.000000,17.000000,22.000000,15.000000,5.910631,6315.653808,10.375597
,1374,430813.438338,4071985.100091,18.009304,30.000000,26.000000,25.000000,24.000000,3.927374,6981.182617,14.019299
,1375,439380.690271,4082809.097513,7.854444,20.000000,22.000000,14.000000,16.000000,8.124452,6246.129882,11.481896
,1376,378910.039684,4082794.769792,4.950685,18.000000,36.000000,19.000000,33.000000,7.415978,5339.170410,15.527567
,1377,417251.507534,4083375.417106,5.269650,24.000000,23.000000,17.000000,20.000000,11.340420,6278.042480,13.489771
,1378,418716.675307,4067663.156854,3.168520,24.000000,22.000000,20.000000,19.000000,6.763628,6822.041015,14.611031
,1379,394943.302261,4083212.608954,3.920743,27.000000,34.000000,35.000000,39.000000,11.128766,6682.945800,16.822055
,1380,407471.235493,4079305.757131,9.239497,30.000000,29.000000,26.000000,21.000000,4.594795,6119.782714,12.802369
,1381,436228.387349,4075586.868760,0.641378,16.000000,17.000000,13.000000,15.000000,7.262547,6844.851074,10.796855
,1382,367752.032990,4032967.104835,6.129309,21.000000,24.000000,23.000000,21.000000,5.698366,5075.265625,13.157094
,1383,382375.202744,4082451.706287,0.446728,27.000000,28.000000,26.000000,28.000000,7.624253,5604.591796,15.383472
,1384,391576.317217,4093884.229219,0.220734,31.000000,27.000000,32.000000,28.000000,15.391521,5443.300781,14.696858
,1385,413044.045984,4075253.855308,1.901342,22.000000,20.000000,18.000000,16.000000,7.785093,6418.479980,14.228354
,1386,425089.687767,4074155.827710,3.103903,22.000000,25.000000,16.000000,20.000000,7.071815,6554.025878,13.933866
,1387,419251.000265,4072472.233873,5.119014,23.000000,29.000000,22.000000,23.000000,7.824304,6762.696777,15.372056
,1388,355549.583633,4049120.032227,15.654829,24.000000,22.000000,22.000000,21.000000,6.264706,3815.657958,11.213392
,1389,352875.929530,4057836.849858,83.620140,9.000000,14.000000,30.000000,40.000000,3.778279,4531.810058,11.641738
,1390,379372.313984,4062494.834690,8.332039,33.000000,37.000000,31.000000,36.000000,6.489939,6401.818359,16.827962
,1391,436048.379255,4086263.091273,50.424949,20.000000,22.000000,15.000000,18.000000,5.095005,6103.957031,10.339769
,1392,384111.143177,4083290.632606,4.113046,24.000000,24.000000,22.000000,24.000000,8.399779,5577.312988,15.276386
,1393,399960.127095,4090322.071586,2.335973,33.000000,37.000000,40.000000,40.000000,7.579157,6570.108886,14.541739
,1394,357431.119520,4066417.721779,20.943681,28.000000,18.000000,23.000000,24.000000,6.079009,5128.037109,13.147251
,1395,371829.655736,4059074.022626,3.501128,33.000000,34.000000,33.000000,34.000000,8.337730,6184.373535,15.627173
,1396,369049.535404,4081030.416410,2.843531,28.000000,30.000000,25.000000,29.000000,6.466408,5001.431640,12.593314
,1397,425259.695648,4091604.571959,3.477111,14.000000,14.000000,13.000000,8.000000,8.516571,5574.438476,10.014966
,1398,360678.211862,4060601.247520,7.581961,30.000000,34.000000,30.000000,33.000000,7.357431,5460.860351,15.450402
,1399,372822.577334,4069870.934782,4.097025,27.000000,27.000000,28.000000,26.000000,7.605135,5743.246093,15.024024
,1400,407375.992592,4090890.352789,5.197165,30.000000,26.000000,28.000000,27.000000,9.121387,5355.422363,10.003548
,1401,350087.180409,4055384.748231,2.878944,26.000000,31.000000,26.000000,32.000000,8.651223,5148.495117,12.428747
,1402,434692.732102,4087460.779318,8.840097,13.000000,14.000000,9.000000,9.000000,5.332095,5785.817871,9.764966
,1403,428154.409444,4075723.655877,1.433727,21.000000,17.000000,11.000000,10.000000,8.655209,6525.388183,12.213787
,1404,386129.108096,4089578.433296,12.859611,33.000000,25.000000,31.000000,23.000000,4.264171,5304.310546,14.163000
,1405,354660.600377,4059387.568420,74.431030,31.000000,20.000000,27.000000,25.000000,3.894689,5043.466796,10.790556
,1406,401493.491834,4095019.389373,1.008238,36.000000,27.000000,35.000000,27.000000,13.941134,6282.810058,13.572842
,1407,362287.974120,4059363.562196,8.318140,20.000000,24.000000,19.000000,29.000000,7.002419,5614.978515,15.663394
,1408,362342.679637,4060286.954302,5.767894,32.000000,32.000000,32.000000,33.000000,7.704941,5569.624511,15.802765
,1409,377330.212806,4072396.655027,4.372705,31.000000,34.000000,31.000000,34.000000,7.645512,5862.472167,15.182685
,1410,416043.470964,4069081.077517,14.610878,22.000000,25.000000,18.000000,20.000000,5.745927,7023.131347,14.138984
,1411,421865.724680,4075139.670784,2.845188,22.000000,17.000000,12.000000,11.000000,9.486211,6400.718261,14.932685
,1412,361926.605713,4051835.329121,12.022234,35.000000,36.000000,36.000000,44.000000,6.123271,5826.336914,15.445283
,1413,398756.375766,4092953.334782,14.345970,35.000000,33.000000,39.000000,37.000000,7.332871,6339.935058,14.742135
,1414,365882.650746,4064368.807682,53.670333,23.000000,24.000000,21.000000,26.000000,4.627162,5524.492675,15.296071
,1415,425335.166262,4092762.600600,8.808977,0.000000,0.000000,0.000000,2.000000,7.900599,4999.485839,8.664965
,1416,384192.819598,4078203.714727,10.755370,32.000000,31.000000,32.000000,30.000000,6.052294,5908.823242,15.598040
,1417,367959.408995,4071859.800195,5.203570,24.000000,27.000000,22.000000,25.000000,7.366137,5419.213867,14.509850
,1418,348217.846067,4055621.032321,3.835661,25.000000,22.000000,20.000000,23.000000,6.572556,5009.058105,11.211422
,1419,395469.173788,4095300.256275,4.149403,33.000000,36.000000,32.000000,35.000000,7.474791,5646.436523,13.855126
,1420,357389.522456,4067682.132116,37.163932,29.000000,30.000000,29.000000,31.000000,5.148846,5066.061035,12.775203
,1421,420157.622609,4067540.172290,1.212886,29.000000,28.000000,23.000000,23.000000,7.723916,6766.326171,14.709457
,1422,365110.171087,4074876.796550,5.457159,24.000000,29.000000,19.000000,26.000000,7.067243,5098.636718,14.029535
,1423,412249.280303,4083173.613339,7.490408,23.000000,24.000000,14.000000,17.000000,6.190968,6006.531250,12.199612
,1424,426365.881986,4069299.188087,5.237673,25.000000,28.000000,18.000000,24.000000,7.108294,6873.774414,16.252765
,1425,408218.932873,4071619.438842,7.626479,28.000000,31.000000,25.000000,24.000000,7.619815,6752.988281,14.556307
,1426,364282.536614,4049171.907700,46.072902,23.000000,23.000000,34.000000,34.000000,3.681189,5718.269042,15.667331
,1427,384091.244800,4088628.651594,2.173153,26.000000,26.000000,24.000000,25.000000,8.750318,5161.795898,13.934259
,1428,380416.851457,4080616.724874,3.232760,27.000000,32.000000,31.000000,39.000000,7.254381,5646.532714,16.020874
,1429,371549.581975,4071709.015974,7.903370,28.000000,26.000000,25.000000,24.000000,6.542743,5551.552734,14.885441
,1430,390656.650999,4087540.400309,11.870773,23.000000,28.000000,22.000000,28.000000,4.344174,5772.338867,15.798434
,1431,370981.658323,4079457.564134,1.820761,31.000000,33.000000,26.000000,28.000000,6.218942,5165.621582,13.306306
,1432,408824.817107,4071722.781432,7.013116,34.000000,31.000000,31.000000,26.000000,6.256729,6760.104003,14.556307
,1433,441682.901783,4082628.979055,4.448359,15.000000,17.000000,14.000000,10.000000,6.424402,6222.544433,10.324415
,1434,387745.522789,4084962.989474,1.309990,26.000000,29.000000,26.000000,27.000000,7.241405,5640.645019,15.551977
,1435,421152.596511,4070556.165002,6.834223,22.000000,24.000000,16.000000,20.000000,4.896368,6577.022460,15.227961
,1436,381734.460940,4081793.959858,2.929856,33.000000,29.000000,29.000000,29.000000,7.689215,5638.339843,15.999615
,1437,381916.602376,4072729.741594,8.863067,24.000000,33.000000,24.000000,30.000000,5.735027,6142.181640,15.556702
,1438,368063.424336,4048711.023346,20.106512,38.000000,30.000000,35.000000,33.000000,4.510376,6296.069335,16.075599
,1439,412884.547526,4087625.586060,9.241553,17.000000,20.000000,14.000000,19.000000,8.545838,5960.933105,12.191345
,1440,377975.460385,4065940.965507,3.516790,31.000000,33.000000,31.000000,32.000000,6.946936,6195.048339,15.623236
,1441,421949.242581,4088896.057801,5.607673,12.000000,11.000000,8.000000,8.000000,8.426352,5798.797363,11.487407
,1442,347374.310872,4057830.779267,23.581176,23.000000,24.000000,19.000000,22.000000,4.756423,4953.247070,11.346069
,1443,376271.436332,4086212.785968,11.524475,8.000000,11.000000,6.000000,11.000000,6.165565,5026.022949,13.779929
,1444,393758.495910,4088318.092828,4.397252,38.000000,28.000000,35.000000,30.000000,7.129049,6367.267578,16.137411
,1445,407195.789886,4078059.991023,2.401147,21.000000,24.000000,17.000000,20.000000,8.427307,6214.919433,13.492527
,1446,374463.754668,4059646.740650,1.365069,22.000000,31.000000,25.000000,34.000000,9.071866,6312.577636,16.115362
,1447,427989.202337,4068327.609813,2.461514,41.000000,33.000000,39.000000,31.000000,8.114632,7049.735839,15.667331
,1448,433394.824498,4087449.916290,18.961116,18.000000,20.000000,15.000000,12.000000,6.073108,5894.010253,10.257879
,1449,360734.242553,4056679.194007,30.764207,13.000000,34.000000,24.000000,33.000000,6.888433,5443.953125,15.024024
,1450,428968.840372,4093396.919764,6.375870,8.000000,13.000000,5.000000,11.000000,6.352025,4835.716796,8.460241
,1451,414570.784972,4080146.620919,1.700821,24.000000,24.000000,18.000000,18.000000,8.926199,6319.482910,14.652764
,1452,413087.718010,4081792.166251,9.050575,27.000000,28.000000,20.000000,19.000000,6.224885,6168.648437,13.111818
,1453,413577.040916,4075220.219667,5.495498,17.000000,23.000000,13.000000,17.000000,7.060246,6478.323242,14.314575
,1454,360886.643288,4051270.215100,4.438142,27.000000,28.000000,29.000000,32.000000,12.375592,5753.386230,15.201189
,1455,362963.082201,4055691.066676,7.846398,30.000000,30.000000,27.000000,31.000000,7.648600,5819.689941,15.370875
,1456,419443.617355,4093139.714953,4.939043,12.000000,14.000000,11.000000,11.000000,6.319698,5230.227050,10.314179
,1457,394375.944588,4094963.844585,4.197662,31.000000,32.000000,30.000000,32.000000,9.573399,5621.487792,14.086228
,1458,397125.035205,4082836.562268,4.205282,37.000000,40.000000,39.000000,38.000000,8.640021,6599.304199,15.935048
,1459,425279.181148,4083525.888297,3.341108,16.000000,20.000000,15.000000,16.000000,7.809201,6125.145996,11.693706
,1460,437794.932619,4080372.952163,2.492990,25.000000,20.000000,15.000000,14.000000,7.291094,6464.400390,12.095676
,1461,350501.406137,4062810.125379,0.600378,18.000000,25.000000,16.000000,32.000000,7.328632,5003.523437,12.209455
,1462,378040.877443,4065772.659686,0.698440,31.000000,32.000000,31.000000,33.000000,8.563525,6200.268554,15.623236
,1463,423200.488590,4082809.298815,0.295789,15.000000,13.000000,13.000000,11.000000,8.036354,6165.020019,11.885832
,1464,422262.018557,4075297.298241,8.801921,21.000000,22.000000,13.000000,14.000000,10.802397,6404.659179,14.932685
,1465,367816.789762,4074860.580202,4.855620,30.000000,32.000000,27.000000,29.000000,7.435344,5243.997558,13.750794
,1466,421211.834660,4094811.106434,13.863145,14.000000,17.000000,11.000000,14.000000,7.184753,4926.630371,9.031107
,1467,404275.087303,4078746.188836,17.508230,37.000000,32.000000,35.000000,26.000000,7.510967,6659.364746,13.994890
,1468,417078.583064,4091912.815543,5.100972,17.000000,20.000000,12.000000,13.000000,11.650273,5414.857421,10.663784
,1469,421523.969845,4072116.389230,2.275728,20.000000,20.000000,14.000000,14.000000,7.094621,6449.752441,15.389379
,1470,425128.487444,4075431.951347,15.498878,29.000000,17.000000,21.000000,12.000000,4.770619,6575.579589,13.536621
,1471,430240.499095,4086360.207764,5.260679,17.000000,20.000000,15.000000,15.000000,9.109256,5839.644531,10.864572
,1472,362555.340928,4044455.551509,21.865869,20.000000,18.000000,15.000000,18.000000,3.733330,4507.173339,13.670873
,1473,413405.386435,4091031.658716,26.829271,21.000000,20.000000,15.000000,15.000000,5.138219,5776.376464,11.455518
,1474,395376.873182,4084917.000944,11.603231,38.000000,33.000000,37.000000,33.000000,5.976414,6645.771972,16.372842
,1475,411529.248508,4073457.526924,5.875786,25.000000,28.000000,26.000000,24.000000,8.138457,6592.809570,14.864969
,1476,399623.932039,4087173.486906,1.537478,33.000000,39.000000,35.000000,39.000000,11.329778,6514.840332,14.692527
,1477,421069.490977,4065866.681463,8.431820,29.000000,24.000000,23.000000,18.000000,5.784871,6774.039062,14.712213
,1478,369049.771307,4066835.034550,7.633990,32.000000,29.000000,28.000000,30.000000,6.171964,5755.468261,14.940166
,1479,416885.508677,4082618.581741,1.897285,21.000000,22.000000,18.000000,22.000000,7.564219,6355.694335,14.081504
,1480,374156.244239,4070566.432076,1.838919,27.000000,28.000000,23.000000,29.000000,10.303546,5746.714355,15.246465
,1481,420542.408601,4075913.244356,4.209259,19.000000,16.000000,12.000000,13.000000,8.676742,6526.550292,15.421269
,1482,362638.581117,4052619.453798,12.437428,30.000000,31.000000,28.000000,32.000000,7.005602,5854.836425,15.657489
,1483,362546.432236,4048336.422682,1.654408,32.000000,32.000000,30.000000,35.000000,7.007911,5968.734863,15.555913
,1484,426328.366968,4076145.956071,4.022459,22.000000,22.000000,15.000000,18.000000,5.426312,6642.701660,12.486227
,1485,439821.897811,4084142.947788,4.532675,13.000000,17.000000,13.000000,15.000000,8.525862,6156.193359,10.442131
,1486,383742.616383,4088133.859716,1.909826,10.000000,31.000000,13.000000,25.000000,10.966985,5154.268066,14.250795
,1487,404474.821020,4079623.433996,62.573394,29.000000,26.000000,25.000000,24.000000,4.473691,6502.527343,14.159851
,1488,358746.863548,4069253.357366,22.844030,27.000000,29.000000,28.000000,32.000000,8.848635,5068.615234,13.548433
,1489,421657.762224,4080325.276272,7.137298,20.000000,20.000000,14.000000,16.000000,5.546063,6338.139160,13.009456
,1490,386019.231287,4089008.733217,6.757425,15.000000,22.000000,13.000000,20.000000,6.006263,5308.141601,14.718512
,1491,421750.794578,4068943.097916,2.793639,24.000000,25.000000,18.000000,17.000000,9.851355,6604.967285,14.997646
,1492,423274.440401,4094404.833310,161.482452,35.000000,13.000000,28.000000,19.000000,6.010539,4718.423339,8.824414
,1493,381844.008404,4077175.147991,4.268616,33.000000,31.000000,32.000000,30.000000,7.851896,5880.235351,15.425205
,1494,394958.812149,4084626.339895,37.699138,26.000000,28.000000,31.000000,35.000000,3.188634,6526.597656,16.642528
,1495,422298.214894,4077735.171855,2.478827,20.000000,23.000000,18.000000,19.000000,10.601919,6444.738281,14.360244
,1496,410930.667408,4087817.403769,5.011653,20.000000,19.000000,15.000000,18.000000,7.152348,5987.105957,12.031502
,1497,364850.112178,4049121.658578,20.066810,30.000000,31.000000,31.000000,36.000000,5.205499,5695.790527,15.694103
,1498,423200.004849,4085492.777496,10.858270,20.000000,21.000000,20.000000,16.000000,6.379263,5981.507812,11.771659
,1499,422382.395628,4080721.213681,9.281270,22.000000,20.000000,18.000000,17.000000,5.688886,6274.761718,12.261030
,1500,611040.414926,4080809.089716,6.140754,7.000000,0.000000,2.000000,3.000000,6.101931,5136.165527,6.124413
,1501,616937.049040,4040519.865374,1.439650,10.000000,8.000000,11.000000,12.000000,8.399795,5672.497558,8.037012
,1502,582452.057212,4073262.632137,22.289852,7.000000,10.000000,0.000000,5.000000,4.407281,5420.331054,6.405121
,1503,593888.074015,4088852.182557,0.791480,6.000000,3.000000,5.000000,5.000000,7.052595,4890.955566,5.852365
,1504,578089.111587,4055582.958148,1.943033,9.000000,7.000000,7.000000,6.000000,7.252673,5852.802734,7.848823
,1505,636590.368502,4063396.884501,0.664908,17.000000,15.000000,15.000000,19.000000,8.325245,6043.314453,9.566146
,1506,573029.354102,4056748.191390,2.426195,10.000000,5.000000,9.000000,2.000000,7.877784,5637.980468,7.420476
,1507,620933.393924,4042101.089424,4.289699,10.000000,9.000000,10.000000,10.000000,7.153763,5831.039550,8.078351
,1508,611254.464043,4016822.100424,1.122102,13.000000,5.000000,12.000000,2.000000,6.702875,5787.320312,8.286225
